Number,CallDecisionYear,CountryIsoCode,FundingInstrumentGaReporting,Country,Continent,research_area
114617,2006,US,Fellowships,United States,North America,LS
114618,2006,UK,Fellowships,United Kingdom,Europe,LS
114623,2006,US,Fellowships,United States,North America,LS
114626,2006,AU,Fellowships,Australia,Oceania,LS
114630,2006,CA,Fellowships,Canada,North America,SSH
114645,2006,AU,Fellowships,Australia,Oceania,LS
114655,2006,UK,Fellowships,United Kingdom,Europe,LS
114661,2006,US,Fellowships,United States,North America,LS
114673,2006,CA,Fellowships,Canada,North America,MINT
114675,2006,UK,Fellowships,United Kingdom,Europe,MINT
114677,2006,US,Fellowships,United States,North America,MINT
114688,2006,FR,Fellowships,France,Europe,MINT
114690,2006,UK,Fellowships,United Kingdom,Europe,LS
114692,2006,US,Fellowships,United States,North America,LS
114693,2006,US,Fellowships,United States,North America,MINT
114695,2006,UK,Fellowships,United Kingdom,Europe,MINT
114699,2006,UK,Fellowships,United Kingdom,Europe,SSH
114701,2006,UK,Fellowships,United Kingdom,Europe,LS
114707,2006,DE,Fellowships,Germany,Europe,SSH
114707,2006,AT,Fellowships,Austria,Europe,SSH
114709,2006,ES,Fellowships,Spain,Europe,LS
114727,2006,UK,Fellowships,United Kingdom,Europe,LS
114735,2006,US,Fellowships,United States,North America,LS
114738,2006,US,Fellowships,United States,North America,MINT
114741,2006,NL,Fellowships,Netherlands,Europe,LS
114742,2006,AU,Fellowships,Australia,Oceania,LS
114749,2006,DE,Fellowships,Germany,Europe,SSH
114753,2006,US,Fellowships,United States,North America,SSH
114795,2006,CA,Fellowships,Canada,North America,LS
114914,2006,US,Fellowships,United States,North America,LS
114956,2006,UK,Fellowships,United Kingdom,Europe,SSH
114956,2006,UK,Fellowships,United Kingdom,Europe,SSH
115033,2006,US,Fellowships,United States,North America,SSH
115055,2006,UK,Fellowships,United Kingdom,Europe,LS
115057,2006,SE,Fellowships,Sweden,Europe,LS
115060,2006,SE,Fellowships,Sweden,Europe,LS
115060,2006,SE,Fellowships,Sweden,Europe,LS
115061,2006,UK,Fellowships,United Kingdom,Europe,LS
115062,2006,FR,Fellowships,France,Europe,LS
115063,2006,US,Fellowships,United States,North America,LS
115063,2006,US,Fellowships,United States,North America,LS
115064,2006,US,Fellowships,United States,North America,MINT
115065,2006,AU,Fellowships,Australia,Oceania,LS
115067,2006,US,Fellowships,United States,North America,LS
115073,2006,AU,Fellowships,Australia,Oceania,LS
115074,2006,FR,Fellowships,France,Europe,LS
115080,2006,US,Fellowships,United States,North America,LS
115082,2006,FR,Fellowships,France,Europe,MINT
115086,2006,US,Fellowships,United States,North America,LS
115088,2006,US,Fellowships,United States,North America,MINT
115089,2006,DE,Fellowships,Germany,Europe,LS
115097,2006,FR,Fellowships,France,Europe,SSH
115098,2006,US,Fellowships,United States,North America,MINT
115100,2006,US,Fellowships,United States,North America,MINT
115101,2006,NL,Fellowships,Netherlands,Europe,MINT
115102,2006,BE,Fellowships,Belgium,Europe,MINT
115103,2006,US,Fellowships,United States,North America,LS
115105,2006,CA,Fellowships,Canada,North America,MINT
115106,2006,DE,Fellowships,Germany,Europe,LS
115107,2006,US,Fellowships,United States,North America,MINT
115108,2006,US,Fellowships,United States,North America,LS
115111,2006,US,Fellowships,United States,North America,LS
115112,2006,CA,Fellowships,Canada,North America,MINT
115113,2006,US,Fellowships,United States,North America,MINT
115114,2006,AU,Fellowships,Australia,Oceania,LS
115115,2006,UK,Fellowships,United Kingdom,Europe,LS
115116,2006,FR,Fellowships,France,Europe,MINT
115117,2006,US,Fellowships,United States,North America,LS
115118,2006,US,Fellowships,United States,North America,LS
115119,2006,US,Fellowships,United States,North America,SSH
115122,2006,NL,Fellowships,Netherlands,Europe,MINT
115123,2006,UK,Fellowships,United Kingdom,Europe,SSH
115126,2006,US,Fellowships,United States,North America,LS
115146,2006,UK,Fellowships,United Kingdom,Europe,MINT
115147,2006,IT,Fellowships,Italy,Europe,MINT
115150,2006,CA,Fellowships,Canada,North America,LS
115153,2006,UK,Fellowships,United Kingdom,Europe,MINT
115161,2006,UK,Fellowships,United Kingdom,Europe,SSH
115163,2006,US,Fellowships,United States,North America,LS
115166,2006,US,Fellowships,United States,North America,SSH
115168,2006,NL,Fellowships,Netherlands,Europe,LS
115170,2006,US,Fellowships,United States,North America,MINT
115171,2006,US,Fellowships,United States,North America,MINT
115172,2006,CA,Fellowships,Canada,North America,MINT
115173,2006,US,Fellowships,United States,North America,LS
115177,2006,US,Fellowships,United States,North America,MINT
115178,2006,US,Fellowships,United States,North America,MINT
115179,2006,US,Fellowships,United States,North America,MINT
115182,2006,US,Fellowships,United States,North America,MINT
115183,2006,US,Fellowships,United States,North America,LS
115301,2006,UK,Fellowships,United Kingdom,Europe,SSH
115301,2006,US,Fellowships,United States,North America,SSH
115304,2006,DE,Fellowships,Germany,Europe,SSH
115304,2006,US,Fellowships,United States,North America,SSH
115306,2006,UK,Fellowships,United Kingdom,Europe,SSH
115306,2006,DE,Fellowships,Germany,Europe,SSH
115307,2006,US,Fellowships,United States,North America,SSH
115309,2006,UK,Fellowships,United Kingdom,Europe,SSH
115311,2006,FR,Fellowships,France,Europe,SSH
115313,2006,US,Fellowships,United States,North America,SSH
115313,2006,DE,Fellowships,Germany,Europe,SSH
115314,2006,JP,Fellowships,NA,Asia,SSH
115315,2006,CA,Fellowships,Canada,North America,SSH
115315,2006,US,Fellowships,United States,North America,SSH
115315,2006,AU,Fellowships,Australia,Oceania,SSH
115318,2006,UK,Fellowships,United Kingdom,Europe,SSH
115318,2006,US,Fellowships,United States,North America,SSH
115322,2006,US,Fellowships,United States,North America,MINT
115324,2006,US,Fellowships,United States,North America,MINT
115325,2006,UK,Fellowships,United Kingdom,Europe,SSH
115326,2006,DE,Fellowships,Germany,Europe,SSH
115326,2006,US,Fellowships,United States,North America,SSH
115327,2006,US,Fellowships,United States,North America,SSH
115328,2006,FR,Fellowships,France,Europe,MINT
115329,2006,DE,Fellowships,Germany,Europe,SSH
115329,2006,UK,Fellowships,United Kingdom,Europe,SSH
115329,2006,US,Fellowships,United States,North America,SSH
115330,2006,ES,Fellowships,Spain,Europe,MINT
115345,2006,CA,Fellowships,Canada,North America,SSH
115346,2006,US,Fellowships,United States,North America,MINT
115348,2006,FR,Fellowships,France,Europe,MINT
115360,2006,SE,Fellowships,Sweden,Europe,MINT
115361,2006,US,Fellowships,United States,North America,MINT
115362,2006,US,Fellowships,United States,North America,MINT
115363,2006,UK,Fellowships,United Kingdom,Europe,MINT
115364,2006,CL,Fellowships,NA,Latin America,MINT
115364,2006,FR,Fellowships,France,Europe,MINT
115364,2006,FR,Fellowships,France,Europe,MINT
115367,2006,US,Fellowships,United States,North America,LS
115368,2006,US,Fellowships,United States,North America,LS
115371,2006,US,Fellowships,United States,North America,LS
115375,2006,US,Fellowships,United States,North America,LS
115378,2006,US,Fellowships,United States,North America,LS
115379,2006,US,Fellowships,United States,North America,LS
115380,2006,US,Fellowships,United States,North America,LS
115383,2006,CA,Fellowships,Canada,North America,LS
115384,2006,DE,Fellowships,Germany,Europe,LS
115386,2006,US,Fellowships,United States,North America,LS
115396,2006,CA,Fellowships,Canada,North America,LS
115416,2006,SE,Fellowships,Sweden,Europe,LS
115417,2006,FR,Fellowships,France,Europe,LS
115421,2006,US,Fellowships,United States,North America,LS
115472,2006,US,Fellowships,United States,North America,LS
115478,2006,US,Fellowships,United States,North America,LS
115551,2006,US,Fellowships,United States,North America,LS
115560,2006,US,Fellowships,United States,North America,MINT
115563,2006,AU,Fellowships,Australia,Oceania,LS
115569,2006,NZ,Fellowships,NA,Oceania,LS
115585,2006,CA,Fellowships,Canada,North America,LS
115657,2006,US,Fellowships,United States,North America,LS
115665,2006,US,Fellowships,United States,North America,SSH
115673,2006,US,Fellowships,United States,North America,LS
115675,2006,US,Fellowships,United States,North America,MINT
115678,2006,UK,Fellowships,United Kingdom,Europe,LS
115679,2006,US,Fellowships,United States,North America,SSH
115682,2006,DE,Fellowships,Germany,Europe,LS
115684,2006,FR,Fellowships,France,Europe,SSH
115686,2006,US,Fellowships,United States,North America,LS
115691,2006,CA,Fellowships,Canada,North America,LS
115695,2006,US,Fellowships,United States,North America,MINT
115698,2006,US,Fellowships,United States,North America,MINT
115700,2006,US,Fellowships,United States,North America,LS
115703,2007,UK,Fellowships,United Kingdom,Europe,LS
115705,2006,UK,Fellowships,United Kingdom,Europe,LS
115707,2006,US,Fellowships,United States,North America,LS
115721,2006,NL,Fellowships,Netherlands,Europe,MINT
115721,2006,US,Fellowships,United States,North America,MINT
115845,2006,AR,Fellowships,NA,Latin America,SSH
115845,2006,FR,Fellowships,France,Europe,SSH
115846,2006,US,Fellowships,United States,North America,LS
115849,2006,CA,Fellowships,Canada,North America,LS
115855,2006,US,Fellowships,United States,North America,LS
115860,2007,US,Fellowships,United States,North America,SSH
115870,2006,US,Fellowships,United States,North America,LS
115885,2006,PT,Fellowships,NA,Europe,SSH
115886,2006,US,Fellowships,United States,North America,MINT
115889,2006,US,Fellowships,United States,North America,MINT
115899,2006,US,Fellowships,United States,North America,LS
115933,2006,DE,Fellowships,Germany,Europe,SSH
115939,2006,US,Fellowships,United States,North America,LS
115945,2006,DE,Fellowships,Germany,Europe,SSH
115950,2006,US,Fellowships,United States,North America,LS
115957,2006,CZ,Fellowships,NA,Europe,SSH
116244,2006,US,Fellowships,United States,North America,LS
116244,2006,UK,Fellowships,United Kingdom,Europe,LS
116244,2006,US,Fellowships,United States,North America,LS
116301,2006,US,Fellowships,United States,North America,LS
116305,2006,US,Fellowships,United States,North America,LS
116327,2006,UK,Fellowships,United Kingdom,Europe,MINT
116356,2006,DE,Fellowships,Germany,Europe,SSH
116386,2006,US,Fellowships,United States,North America,MINT
116389,2006,UK,Fellowships,United Kingdom,Europe,SSH
116873,2006,UK,Fellowships,United Kingdom,Europe,LS
116875,2006,FR,Fellowships,France,Europe,LS
116877,2006,US,Fellowships,United States,North America,LS
116878,2006,UK,Fellowships,United Kingdom,Europe,MINT
116879,2006,US,Fellowships,United States,North America,LS
116879,2006,US,Fellowships,United States,North America,LS
116879,2006,US,Fellowships,United States,North America,LS
116880,2006,UK,Fellowships,United Kingdom,Europe,LS
116881,2006,CA,Fellowships,Canada,North America,MINT
116883,2006,NZ,Fellowships,NA,Oceania,SSH
116884,2006,US,Fellowships,United States,North America,LS
116885,2006,UK,Fellowships,United Kingdom,Europe,LS
116887,2006,US,Fellowships,United States,North America,LS
116889,2006,AU,Fellowships,Australia,Oceania,LS
116890,2006,FR,Fellowships,France,Europe,SSH
116891,2006,US,Fellowships,United States,North America,MINT
116903,2006,FR,Fellowships,France,Europe,MINT
116904,2006,US,Fellowships,United States,North America,MINT
116906,2006,US,Fellowships,United States,North America,MINT
116907,2006,DK,Fellowships,NA,Europe,MINT
116908,2006,AU,Fellowships,Australia,Oceania,LS
116909,2006,CL,Fellowships,NA,Latin America,MINT
116911,2006,DE,Fellowships,Germany,Europe,MINT
116912,2006,US,Fellowships,United States,North America,MINT
116914,2006,US,Fellowships,United States,North America,MINT
116915,2006,US,Fellowships,United States,North America,MINT
116921,2006,UK,Fellowships,United Kingdom,Europe,LS
116922,2006,US,Fellowships,United States,North America,LS
116923,2006,US,Fellowships,United States,North America,SSH
116930,2006,US,Fellowships,United States,North America,MINT
116931,2006,US,Fellowships,United States,North America,SSH
116937,2006,UK,Fellowships,United Kingdom,Europe,MINT
116944,2006,US,Fellowships,United States,North America,MINT
116949,2006,AU,Fellowships,Australia,Oceania,MINT
116950,2006,US,Fellowships,United States,North America,LS
116951,2006,FR,Fellowships,France,Europe,LS
116953,2006,DE,Fellowships,Germany,Europe,SSH
116955,2006,US,Fellowships,United States,North America,MINT
116961,2006,UK,Fellowships,United Kingdom,Europe,MINT
116967,2006,US,Fellowships,United States,North America,LS
116988,2006,US,Fellowships,United States,North America,SSH
116989,2006,US,Fellowships,United States,North America,MINT
116990,2006,US,Fellowships,United States,North America,MINT
116997,2006,UK,Fellowships,United Kingdom,Europe,LS
117004,2006,UK,Fellowships,United Kingdom,Europe,SSH
117006,2006,ES,Fellowships,Spain,Europe,MINT
117008,2006,US,Fellowships,United States,North America,LS
117009,2006,UK,Fellowships,United Kingdom,Europe,MINT
117010,2006,US,Fellowships,United States,North America,LS
117012,2006,US,Fellowships,United States,North America,SSH
117022,2006,UK,Fellowships,United Kingdom,Europe,LS
117022,2006,SC,Fellowships,NA,Africa,LS
117026,2006,DE,Fellowships,Germany,Europe,LS
117028,2006,US,Fellowships,United States,North America,MINT
117031,2006,US,Fellowships,United States,North America,SSH
117033,2006,UK,Fellowships,United Kingdom,Europe,MINT
117034,2006,US,Fellowships,United States,North America,LS
117036,2006,US,Fellowships,United States,North America,MINT
117037,2006,US,Fellowships,United States,North America,SSH
117038,2006,US,Fellowships,United States,North America,LS
117040,2006,AU,Fellowships,Australia,Oceania,LS
117040,2006,AU,Fellowships,Australia,Oceania,LS
117042,2006,US,Fellowships,United States,North America,MINT
117043,2006,UK,Fellowships,United Kingdom,Europe,LS
117047,2006,US,Fellowships,United States,North America,LS
117048,2006,UK,Fellowships,United Kingdom,Europe,LS
117057,2006,US,Fellowships,United States,North America,LS
117068,2006,UK,Fellowships,United Kingdom,Europe,LS
117088,2007,US,Fellowships,United States,North America,LS
117090,2007,UK,Fellowships,United Kingdom,Europe,LS
117120,2007,US,Fellowships,United States,North America,LS
117126,2007,US,Fellowships,United States,North America,LS
117144,2007,US,Fellowships,United States,North America,MINT
117151,2006,US,Fellowships,United States,North America,LS
117156,2007,AU,Fellowships,Australia,Oceania,LS
117188,2007,UK,Fellowships,United Kingdom,Europe,LS
117261,2007,UK,Fellowships,United Kingdom,Europe,MINT
117263,2007,US,Fellowships,United States,North America,MINT
117264,2007,US,Fellowships,United States,North America,MINT
117266,2007,US,Fellowships,United States,North America,LS
117272,2007,US,Fellowships,United States,North America,MINT
117274,2007,IE,Fellowships,NA,Europe,LS
117282,2007,US,Fellowships,United States,North America,SSH
117287,2007,CA,Fellowships,Canada,North America,LS
117290,2007,US,Fellowships,United States,North America,LS
117294,2007,ES,Fellowships,Spain,Europe,LS
117298,2007,US,Fellowships,United States,North America,LS
117302,2007,US,Fellowships,United States,North America,LS
117303,2007,US,Fellowships,United States,North America,LS
117307,2007,US,Fellowships,United States,North America,LS
117315,2007,US,Fellowships,United States,North America,SSH
117317,2007,DE,Fellowships,Germany,Europe,SSH
117345,2007,UK,Fellowships,United Kingdom,Europe,SSH
117345,2007,DE,Fellowships,Germany,Europe,SSH
117346,2007,US,Fellowships,United States,North America,SSH
117347,2007,RU,Fellowships,NA,Europe,SSH
117347,2007,RU,Fellowships,NA,Europe,SSH
117377,2007,US,Fellowships,United States,North America,MINT
117378,2007,SE,Fellowships,Sweden,Europe,MINT
117384,2007,UK,Fellowships,United Kingdom,Europe,LS
117385,2007,US,Fellowships,United States,North America,MINT
117423,2007,US,Fellowships,United States,North America,SSH
117423,2007,US,Fellowships,United States,North America,SSH
117431,2007,DE,Fellowships,Germany,Europe,SSH
117432,2007,US,Fellowships,United States,North America,SSH
117432,2007,US,Fellowships,United States,North America,SSH
117433,2007,UK,Fellowships,United Kingdom,Europe,SSH
